Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,COLLINS ELEMENTARY SCHOOL,340882002134,2013,Personnel salaries at school level - instructional staff only,2548971.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,COLLINS ELEMENTARY SCHOOL,340882002134,2013,Non-personnel expenditures at school level,119937.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,COLLINS ELEMENTARY SCHOOL,340882002134,2013,Personnel salaries at school level - teachers only,2011659.00,24.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,COLLINS ELEMENTARY SCHOOL,340882002134,2013,Total enrollment,,,0.00,118.00,4.00,16.00,10.00,280.00,13.00,441.00,68.00,4.00,0.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,BURNET HILL ELEMENTARY SCHOOL,340882006052,2013,Personnel salaries at school level - total,3923649.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,BURNET HILL ELEMENTARY SCHOOL,340882006052,2013,Personnel salaries at school level - instructional staff only,2588193.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,BURNET HILL ELEMENTARY SCHOOL,340882006052,2013,Non-personnel expenditures at school level,280254.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,BURNET HILL ELEMENTARY SCHOOL,340882006052,2013,Personnel salaries at school level - teachers only,2004514.00,24.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,BURNET HILL ELEMENTARY SCHOOL,340882006052,2013,Total enrollment,,,0.00,91.00,2.00,22.00,13.00,319.00,16.00,463.00,98.00,0.00,0.00
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Personnel salaries at school level - total,2587394.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Non-personnel expenditures at school level,171566.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Personnel salaries at school level - teachers only,1794540.00,24.63,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Instructional Aides,42301.00,1.40,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,School Administration Staff,209587.00,3.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Support Services Staff (for Pupils and Instructional Staff),540966.00,6.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Hillside Elementary School,340882002138,2015,Total enrollment,,,0.00,136.00,2.00,31.00,10.00,205.00,13.00,397.00,59.00,4.00,25.00
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Personnel salaries at school level - total,15604410.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Non-personnel expenditures at school level,1122493.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Personnel salaries at school level - teachers only,13194535.00,164.60,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Instructional Aides,0.00,0.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,School Administration Staff,1193511.00,15.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Support Services Staff (for Pupils and Instructional Staff),1216364.00,15.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Livingston High School,340882002126,2015,Total enrollment,,,0.00,463.00,2.00,76.00,58.00,1207.00,25.00,1831.00,227.00,94.00,10.00
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Personnel salaries at school level - total,3014236.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Non-personnel expenditures at school level,128355.00,,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Personnel salaries at school level - teachers only,2074694.00,27.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Instructional Aides,66877.00,2.10,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,School Administration Staff,220941.00,3.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Support Services Staff (for Pupils and Instructional Staff),651724.00,7.00,,,,,,,,,,,
NJ,Livingston Board of Education School District,NJ,Mount Pleasant Elementary School,340882002140,2015,Total enrollment,,,0.00,112.00,0.00,16.00,7.00,307.00,7.00,449.00,44.00,13.00,5.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,LIVINGSTON HIGH SCHOOL,340882002126,2013,Personnel salaries at school level - total,14070685.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,LIVINGSTON HIGH SCHOOL,340882002126,2013,Personnel salaries at school level - instructional staff only,12700681.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,LIVINGSTON HIGH SCHOOL,340882002126,2013,Non-personnel expenditures at school level,1136258.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,LIVINGSTON HIGH SCHOOL,340882002126,2013,Personnel salaries at school level - teachers only,11471882.00,133.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,LIVINGSTON HIGH SCHOOL,340882002126,2013,Total enrollment,,,2.00,433.00,2.00,73.00,58.00,1237.00,16.00,1821.00,236.00,64.00,0.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HILLSIDE ELEMENTARY SCHOOL,340882002138,2013,Personnel salaries at school level - total,2171206.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HILLSIDE ELEMENTARY SCHOOL,340882002138,2013,Personnel salaries at school level - instructional staff only,1851637.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HILLSIDE ELEMENTARY SCHOOL,340882002138,2013,Non-personnel expenditures at school level,148034.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HILLSIDE ELEMENTARY SCHOOL,340882002138,2013,Personnel salaries at school level - teachers only,1608562.00,21.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HILLSIDE ELEMENTARY SCHOOL,340882002138,2013,Total enrollment,,,0.00,130.00,2.00,22.00,7.00,235.00,10.00,406.00,56.00,7.00,7.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HERITAGE MIDDLE SCHOOL,340882002128,2013,Personnel salaries at school level - total,6245357.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HERITAGE MIDDLE SCHOOL,340882002128,2013,Personnel salaries at school level - instructional staff only,5662184.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HERITAGE MIDDLE SCHOOL,340882002128,2013,Non-personnel expenditures at school level,432149.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HERITAGE MIDDLE SCHOOL,340882002128,2013,Personnel salaries at school level - teachers only,4824884.00,60.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HERITAGE MIDDLE SCHOOL,340882002128,2013,Total enrollment,,,0.00,238.00,2.00,31.00,22.00,610.00,10.00,913.00,137.00,34.00,2.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT ELEMENTARY SCHOOL,340882002140,2013,Personnel salaries at school level - total,2565773.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT ELEMENTARY SCHOOL,340882002140,2013,Personnel salaries at school level - instructional staff only,2256776.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT ELEMENTARY SCHOOL,340882002140,2013,Non-personnel expenditures at school level,107834.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT ELEMENTARY SCHOOL,340882002140,2013,Personnel salaries at school level - teachers only,1970786.00,24.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT ELEMENTARY SCHOOL,340882002140,2013,Total enrollment,,,0.00,94.00,0.00,13.00,10.00,304.00,4.00,425.00,41.00,13.00,0.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT MIDDLE SCHOOL,340882002130,2013,Personnel salaries at school level - total,3246532.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT MIDDLE SCHOOL,340882002130,2013,Personnel salaries at school level - instructional staff only,2812799.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT MIDDLE SCHOOL,340882002130,2013,Non-personnel expenditures at school level,318128.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT MIDDLE SCHOOL,340882002130,2013,Personnel salaries at school level - teachers only,2476886.00,30.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,MOUNT PLEASANT MIDDLE SCHOOL,340882002130,2013,Total enrollment,,,0.00,97.00,2.00,25.00,13.00,334.00,10.00,481.00,83.00,16.00,0.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HARRISON ELEMENTARY SCHOOL,340882002136,2013,Personnel salaries at school level - total,3091515.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HARRISON ELEMENTARY SCHOOL,340882002136,2013,Personnel salaries at school level - instructional staff only,2733099.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HARRISON ELEMENTARY SCHOOL,340882002136,2013,Non-personnel expenditures at school level,241171.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HARRISON ELEMENTARY SCHOOL,340882002136,2013,Personnel salaries at school level - teachers only,2323292.00,30.00,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,HARRISON ELEMENTARY SCHOOL,340882002136,2013,Total enrollment,,,0.00,169.00,2.00,25.00,19.00,265.00,13.00,493.00,65.00,8.00,0.00
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,RIKER HILL ELEMENTARY SCHOOL,340882002142,2013,Personnel salaries at school level - total,2635198.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,RIKER HILL ELEMENTARY SCHOOL,340882002142,2013,Personnel salaries at school level - instructional staff only,2290847.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,RIKER HILL ELEMENTARY SCHOOL,340882002142,2013,Non-personnel expenditures at school level,166912.00,,,,,,,,,,,,
NJ,LIVINGSTON PUBLIC SCHOOLS SCHOOL DISTRICT,NJ,RIKER HILL ELEMENTARY SCHOOL,340882002142,2013,Personnel salaries at school level - teachers only,2201053.00,24.00,,,,,,,,,,,
